id,question,option_a,option_b,option_c,correct,category,aspect,mode,difficulty,created_at,last_used_at,use_count,hash
6386,Co říká pes?,Haf haf,Řveme,Mňau,0,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:11:19,,0,-mwyutu
6387,Jaký strom má jehličí?,Smrk,Jabloň,Dub,0,Příroda,Stromy,kid,easy,2025-12-29 15:11:19,,0,-e5o12x
6388,Jaké je první období po zimě?,Podzim,Léto,Jaro,2,Příroda,Roční období,kid,easy,2025-12-29 15:11:19,,0,mwj1nk
6389,Co říká kočka?,Mňau,Kvak,Haf,0,Zvířátka,Zvuky zvířat,kid,easy,2025-12-29 15:11:19,,0,-cqse0j
6390,Kde bydlí ryba?,Ve stromě,Ve vodě,V norě,1,Zvířátka,Kde bydlí,kid,easy,2025-12-29 15:11:19,,0,ts5s4j
6391,Jak se jmenuje krtek z pohádky?,Krteček,Rumcajs,Mat,0,České pohádky,Krteček,kid,easy,2025-12-29 15:11:19,,0,v43s3y
6392,Co je zdravé jíst?,Jablko,Čipsy,Čokoládu,0,Jídlo,Co je zdravé,kid,easy,2025-12-29 15:11:19,,0,r65bj5
6393,Co je láva?,C: Sirný plyn,B: Oblak popela,A: Roztavený kámen,2,Věda,Sopky,kid,normal,2025-12-29 15:13:47,,0,-19sfcc
6394,Kdo vynalezl baterii?,C: Nikola Tesla,B: Thomas Edison,A: Alessandro Volta,2,Věda,Elektřina,kid,normal,2025-12-29 15:13:47,,0,jn2q3d
6395,Kolik nohou má včela?,A: Šest,C: Dvanáct,B: Osm,0,Zvířata,Hmyz,kid,normal,2025-12-29 15:13:47,,0,-wv052g
6396,Kolik hráčů má fotbalový tým?,A: 11,C: 15,B: 7,0,Sport,Fotbal,kid,normal,2025-12-29 15:13:47,,0,-p3bpl1
6398,Kolik je oceánů?,B: Čtyři,C: Šest,A: Pět,2,Svět kolem nás,Oceány,kid,normal,2025-12-29 15:13:47,,0,-7fighj
6399,Kdo byl první Čech ve vesmíru?,B: John Glenn,C: Neil Armstrong,A: Vladimír Remek,2,Vesmír,Astronauti,kid,normal,2025-12-29 15:13:47,,0,-7zb8ca
6400,Kolik procent těla je mozek?,B: 10 procent,C: 50 procent,A: 2 procenta,2,Lidské tělo,Mozek,kid,normal,2025-12-29 15:13:47,,0,h5nu11
6401,Která hora je nejvyšší?,A: Everest,B: K2,C: Kilimandžaro,0,Svět kolem nás,Hory,kid,normal,2025-12-29 15:13:47,,0,-vwiimu
6402,Největší kontinent je?,B: Afrika,C: Evropa,A: Asie,2,Svět kolem nás,Kontinenty,kid,normal,2025-12-29 15:13:47,,0,tvv8jv
6403,Jaký je největší žralok?,B: Bílý žralok,C: Tygří žralok,A: Velrybí žralok,2,Zvířata,Mořští živočichové,kid,normal,2025-12-29 15:13:47,,0,u89uk4
6404,Kolik minut trvá hokejová třetina?,B: 15 minut,A: 20 minut,C: 30 minut,1,Sport,Hokej,kid,normal,2025-12-29 15:13:47,,0,-id7b5i
6405,Co je skleníkový efekt?,C: Vítr v lese,B: Chladnutí oceánů,A: Ohřev Země,2,Věda,Ekologie,kid,normal,2025-12-29 15:13:47,,0,-qwnnh5
6406,V jaké galaxii je Sluneční soustava?,C: Triangulum,A: Mléčná dráha,B: Andromeda,1,Vesmír,Galaxie,kid,normal,2025-12-29 15:13:47,,0,-47fxqw
6407,Který smysl cítí chutě?,C: Čich,A: Zrak,B: Chůve,2,Lidské tělo,Pět smyslů,kid,easy,2025-12-29 15:17:25,,0,-42ppxy
6408,Který orgán pumpuje krev?,B: Srdce,C: Mozek,A: Játra,0,Lidské tělo,Orgány,kid,easy,2025-12-29 15:17:25,,0,-2567gw
6410,Který smysl slyší zvuky?,A: Hmat,B: Sluch,C: Zrak,1,Lidské tělo,Pět smyslů,kid,easy,2025-12-29 15:17:25,,0,-nesh64
6411,Jak se jmenuje princezna ze Sněhurky?,B: Sněhurka,A: Popelka,C: Aurora,0,Pohádky a filmy,Princezny a princové,kid,easy,2025-12-29 15:17:25,,0,596j8m
6412,Hlavní postava v Toy Story?,C: Sulley,A: Woody,B: Nemo,1,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-29 15:17:25,,0,3xzkgn
6413,Které kosti chrání srdce?,B: Žebra,A: Lebka,C: Pánev,0,Lidské tělo,Kosti,kid,easy,2025-12-29 15:17:25,,0,dadmij
6415,Hlavní město Španělska?,B: Řím,C: Vídeň,A: Madrid,2,Svět kolem nás,Hlavní města,kid,easy,2025-12-29 15:17:25,,0,-j51d1z
6416,"Kdo je monstrózní kamarád v Monsters, Inc.?",A: Woody,C: Nemo,B: Sulley,2,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-29 15:17:25,,0,-p95y80
6417,Největší zvíře na světě?,B: Slon,C: Žirafa,A: Modrá velryba,2,Zvířata,Rekord největší,kid,easy,2025-12-29 15:17:25,,0,-aowooz
6418,Hlavní město Německa?,A: Berlín,B: Praha,C: Varšava,0,Svět kolem nás,Hlavní města,kid,easy,2025-12-29 15:17:25,,0,h4560l
6419,Který savec umí létat?,A: Netopýr,C: Ještěr,B: Orol,0,Zvířata,Savci,kid,easy,2025-12-29 15:17:25,,0,12z1v
6420,Jak se jmenuje Bobův bratr v pohádce?,B: Bobek,C: Honza,A: Pepa,0,České pohádky,Bob a Bobek,kid,easy,2025-12-29 15:18:49,,0,-4h71xr
6421,Jak se jmenuje loupežník z pohádky?,C: Pepík,B: Rumcajs,A: Mates,1,České pohádky,Rumcajs,kid,easy,2025-12-29 15:18:49,,0,-wradka
6422,Co prší z oblohy?,C: Slunce,A: Déšť,B: Květiny,1,Příroda,Počasí,kid,easy,2025-12-29 15:18:49,,0,-vy8dcz
6423,Kde bydlí pták?,A: V norku,B: V hnízdě,C: V jamě,1,Zvířátka,Kde bydlí,kid,easy,2025-12-29 15:18:49,,0,oaxypj
6424,Která planeta je nejblíže Slunci?,Venuše,Merkur,Mars,1,Vesmír,Planety,kid,easy,2025-12-29 15:23:29,,0,-m2hvdm
6425,Jaký savcem je kengura?,Vačkovec,Šelestec,Hlodavec,0,Zvířata,Savci,kid,easy,2025-12-29 15:23:29,,0,-20xumv
6428,Která je nejvyšší hora světa?,Matterhorn,Kilimandžáro,Everest,2,Svět kolem nás,Řeky a hory,kid,easy,2025-12-29 15:23:29,,0,9fot1y
6431,Co svítí u hvězd?,Jádrové fúze,Odpalovací svíčka,Elektrický proud,0,Vesmír,Hvězdy,kid,easy,2025-12-29 15:23:29,,0,gp7s36
6432,Kolik má Slunce průměr Země?,200,50,109,2,Vesmír,Slunce,kid,easy,2025-12-29 15:23:29,,0,-25ee1c
6433,Kolik váží lidský mozek?,500 g,"1,4 kg",3 kg,1,Lidské tělo,Mozek,kid,easy,2025-12-29 15:23:29,,0,ph7i9l
6434,Jak se jmenuje nejbližší hvězda?,Proxima Centauri,Vega,Sírius,0,Vesmír,Hvězdy,kid,easy,2025-12-29 15:23:29,,0,-hc45jy
6435,Jaký je největší živočich světa?,Plachetnice,Modrá velryba,Kosatka,1,Zvířata,Rekord největší,kid,easy,2025-12-29 15:23:29,,0,-i6582v
6438,Kdo byl první Čech ve vesmíru?,C) Petr Klímov,B) Ivan Mráz,A) Vladimír Remek,2,Vesmír,Astronauti,kid,normal,2025-12-29 15:24:46,,0,-6pe80a
6439,Kdo je hrdina Iron Mana?,B) Peter Parker,C) Bruce Banner,A) Tony Stark,2,Pohádky a filmy,Marvel,kid,normal,2025-12-29 15:24:46,,0,-cxugk7
6440,Kdo drží rekord v hodu koulí?,B) Ryan Crouser,C) Michael Phelps,A) Úsain Bolt,0,Sport,Rekordy,kid,normal,2025-12-29 15:24:46,,0,-pq1kii
6442,Kolik sportů je na letních olympiádě?,A) 20,C) 50,B) 33,2,Sport,Olympijské hry,kid,normal,2025-12-29 15:24:46,,0,14vt6h
6443,Která hora je nejvyšší?,C) K2,B) Mount Everest,A) Kilimandžáro,1,Svět kolem nás,Hory,kid,normal,2025-12-29 15:24:46,,0,-21a9xs
6444,Jaký je nejrychlejší běžec?,"B) 10,2 sekundy",C) 11 sekundy,"A) 9,58 sekundy",2,Sport,Rekordy,kid,normal,2025-12-29 15:24:46,,0,-u0rio9
6446,Jak se jmenuje malý krtek?,Rákosníček,Máša,Krteček,2,České pohádky,Krteček,kid,easy,2025-12-29 15:25:55,,0,x4m96w
6447,Která duhová barva je poslední?,Modrá,Zelená,Fialová,2,Barvy a tvary,Duhové barvy,kid,easy,2025-12-29 15:25:55,,0,-f0gcyo
6448,Jak zní kočičí mňouk?,Haf haf,Řvůů,Mňau,2,Zvířátka,Zvuky zvířat,kid,easy,2025-12-29 15:25:55,,0,gk7kvi
6449,Co je trojúhelníkové v kuchyni?,Dveře,Talíř,Sýr,2,Barvy a tvary,Tvary kolem nás,kid,easy,2025-12-29 15:25:55,,0,p3r4j1
6451,Jak se jmenuje princezna se sedmi trpaslíky?,A: Sněhurka,B: Popelka,C: Moana,0,Pohádky a filmy,Disney postavy,kid,easy,2025-12-29 15:29:35,,0,ehdd5n
6452,Který oceán je největší?,B: Atlantský,A: Tichý,C: Indický,1,Svět kolem nás,Oceány,kid,easy,2025-12-29 15:29:35,,0,-4onyua
6453,Jak se jmenuje mláďe koně?,C: Kuře,B: Telátko,A: Hříbě,2,Zvířata,Mláďata,kid,easy,2025-12-29 15:29:35,,0,-xvsy9l
6454,Jak je Slunce klasifikováno?,C: Bílý obr,A: Žlutý trpaslík,B: Červený obr,1,Vesmír,Slunce,kid,easy,2025-12-29 15:29:35,,0,h263gp
6455,Kolik komor má srdce?,C: 3,A: 4,B: 2,1,Lidské tělo,Srdce,kid,easy,2025-12-29 15:29:35,,0,-d67vbl
6456,Který kontinent je největší?,C: Austrálie,A: Asie,B: Afrika,1,Svět kolem nás,Kontinenty,kid,easy,2025-12-29 15:29:35,,0,-7s7nn3
6457,Kolik planet je v Sluneční soustavě?,B: 9,A: 8,C: 7,1,Vesmír,Planety,kid,easy,2025-12-29 15:29:35,,0,z1iygx
6458,Které zvíře v ZOO má dlouhý krk?,A: Žirafa,B: Kobra,C: Tygr,0,Zvířata,Zvířata v ZOO,kid,easy,2025-12-29 15:29:35,,0,z4afea
6459,Kde Rumcajs žije?,C: U řeky,B: V lese,A: V domě,1,České pohádky,Rumcajs,kid,easy,2025-12-29 15:30:44,,0,993saf
6460,Co je zdravé jíst?,C: Bonbón,B: Mrkev,A: Čokoláda,1,Jídlo,Co je zdravé,kid,easy,2025-12-29 15:30:44,,0,cegsbd
6461,Kdo je Krtečkův kamarád?,C: Kočka,A: Ježek,B: Pes,1,České pohádky,Krteček,kid,easy,2025-12-29 15:30:44,,0,-r3xvku
6462,Kdo je hlavní postava v Toy Story?,B) Nemo,A) Woody,C) Sulley,1,Pohádky a filmy,Pixar,kid,normal,2025-12-29 15:31:30,,0,-htsoql
6463,Co je hlavní zdroj energie?,C) Voda,A) Sacharidy,B) Tuky,1,Lidské tělo,Výživa,kid,normal,2025-12-29 15:31:30,,0,-jlnr7s
6464,Kdo je hlavní hrdina Iron Mana?,B) Peter Parker,A) Tony Stark,C) Steve Rogers,1,Pohádky a filmy,Marvel,kid,normal,2025-12-29 15:31:30,,0,-xde4at
6466,Z čeho se skládají komety?,C) Plyny,A) Led a prach,B) Kovy,1,Vesmír,Komety,kid,normal,2025-12-29 15:31:30,,0,-glpohc
6467,Kdo je Spider-Man ve skutečnosti?,B) Tony Stark,C) Bruce Banner,A) Peter Parker,2,Pohádky a filmy,Marvel,kid,normal,2025-12-29 15:31:30,,0,9gpmvv
6468,Kolik nohou má pes?,A) Čtyři,C) Dva,B) Šest,0,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:35:37,,0,-hia44z
6469,Jak zní pes?,B) Mňau,A) Havhav,C) Čivčiv,1,Zvířátka,Zvuky zvířat,kid,easy,2025-12-29 15:35:37,,0,-aon5vq
6470,Co je zdravé jíst?,B) Čipsy,C) Bonbón,A) Jablko,2,Jídlo,Co je zdravé,kid,easy,2025-12-29 15:35:37,,0,-sblfk2
6471,Proč jíst mrkev?,B) Uši,A) Oči,C) Nos,1,Jídlo,Co je zdravé,kid,easy,2025-12-29 15:35:37,,0,-fwew69
6472,Jaký tvar má míč?,A) Kulatý,B) Čtvercový,C) Trojúhelník,0,Barvy a tvary,Tvary kolem nás,kid,easy,2025-12-29 15:35:37,,0,3mys9m
6473,Jakou barvu má tráva?,B) Oranžová,C) Růžová,A) Zelená,2,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-29 15:35:37,,0,i7k6jg
6474,Jak zní kočka?,B) Řehtá,A) Mňau,C) Kvak,1,Zvířátka,Zvuky zvířat,kid,easy,2025-12-29 15:35:37,,0,7mmzep
6475,Co jíme s máslem ke snídani?,B) Brambory,A) Chleba,C) Polévka,1,Jídlo,Snídaně,kid,easy,2025-12-29 15:35:37,,0,-b0x3c2
6477,Co slouží k vidění?,B: Oči,A: Uši,C: Nos,0,Lidské tělo,Pět smyslů,kid,easy,2025-12-29 15:36:27,,0,huwvjp
6478,Jaký je největší oceán na Zemi?,A: Atlantský,B: Tichý,C: Indický,1,Svět kolem nás,Oceány,kid,easy,2025-12-29 15:36:27,,0,-dje3gk
6479,Kde v těle je mozek?,B: V hlavě,A: V břiše,C: V nohou,0,Lidské tělo,Mozek,kid,easy,2025-12-29 15:36:27,,0,yxiybr
6480,Jak se jmenuje hlavní postava v Toy Story?,C: Andy,A: Woody,B: Buzz,1,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-29 15:36:27,,0,fc7li3
6481,Čím dýchají kořeny rostlin?,A: Vodou,B: Kyslíkem,C: Ohněm,1,Věda a příroda,Rostliny,kid,easy,2025-12-29 15:36:27,,0,mr25jz
6482,Kolik srdcí má člověk?,B: 1,C: 2,A: 0,0,Lidské tělo,Orgány,kid,easy,2025-12-29 15:36:27,,0,2uos5d
6483,Jaké zvíře v ZOO má dlouhý krk?,B: Slon,A: Žirafa,C: Lev,1,Zvířata,Zvířata v ZOO,kid,easy,2025-12-29 15:36:27,,0,2e3g5e
6484,Jaký dinosaurus měl tři rohy?,B: Triceratops,C: Velociraptor,A: Stegosaurus,0,Věda a příroda,Dinosauři,kid,easy,2025-12-29 15:36:27,,0,-4xord4
6485,Co slouží k čuchání?,C: Nos,A: Oči,B: Ústa,0,Lidské tělo,Pět smyslů,kid,easy,2025-12-29 15:36:27,,0,-pr0u3y
6486,Která je nejvyšší hora světa?,B: Everest,A: Kilimandžáro,C: Matterhorn,0,Svět kolem nás,Řeky a hory,kid,easy,2025-12-29 15:36:27,,0,-n8ouz2
6487,Kolik stupňů má bod mrazu vody?,B: 10,A: 0,C: 100,1,Věda a příroda,Voda a led,kid,easy,2025-12-29 15:36:27,,0,-1ig61e
6488,Jaký rekord drží Usain Bolt v běhu na 100 m?,"9,80 s","10,00 s","9,58 s",2,Sport,Rekordy,kid,normal,2025-12-29 15:38:21,,0,r5fv6v
6489,Kde vikingové objevili Ameriku?,Grónsko,Island,Vinland,2,Historie,Vikingové,kid,normal,2025-12-29 15:38:21,,0,-6ufet
6492,Jaké barvy jsou duhové?,6,7,5,1,Věda,Barvy a světlo,kid,normal,2025-12-29 15:38:21,,0,-u6nxmi
6493,Kdy svítí slunce?,Podzim,Noc,Den,2,Příroda,Den a noc,kid,easy,2025-12-29 15:41:58,,0,-eruekw
6494,Kdo mňau mňau?,Krůta,Kočka,Pes,1,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:41:58,,0,msyijr
6495,Jak se jmenuje malý krtík?,Krteček,Pat,Bobek,0,České pohádky,Krteček,kid,easy,2025-12-29 15:41:58,,0,-pqdzbe
6496,Jakou barvu má pomeranč?,Oranžová,Zelená,Modrá,0,Jídlo,Ovoce,kid,easy,2025-12-29 15:41:58,,0,l9yjeq
6499,Jaký je největší savec?,C: Modrá velryba,A: Sinice,B: Slon,0,Zvířata,Savci,kid,easy,2025-12-29 15:42:33,,0,jqxog2
6501,Jak se jmenuje mláďe medvěda?,C: Lvíček,A: Medvídek,B: Klokan,1,Zvířata,Mláďata,kid,easy,2025-12-29 15:42:33,,0,-bmubj8
6502,Kdo je pes v Králi lvu?,A: Pumba,C: Žádný,B: Timon,1,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-29 15:42:33,,0,scc8xc
6503,Kdo je postava v Krtečkovi?,B: Ježek,C: Králík,A: Krteček,2,Pohádky a filmy,České pohádky,kid,easy,2025-12-29 15:42:33,,0,-7mm3yi
6504,Kdo je chlapec v Toy Story?,C: Buzz,A: Woody,B: Andy,2,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-29 15:42:33,,0,p1r0he
6505,Co je hlavní město Česka?,C: Ostrava,B: Praha,A: Brno,1,Svět kolem nás,Hlavní města,kid,easy,2025-12-29 15:42:33,,0,s9jioi
6506,Kolik planet má Sluneční soustava?,A: Sedm,B: Osm,C: Devět,1,Vesmír,Planety,kid,easy,2025-12-29 15:42:33,,0,-usw80m
6507,Jaký je největší živočich?,C: Slon,A: Velryba,B: Dinosaurus,1,Zvířata,Rekord největší,kid,easy,2025-12-29 15:42:33,,0,n8md60
6508,Jaká je nejvyšší hora světa?,Everest,Kangchenjanga,K2,0,Svět kolem nás,Hory,kid,normal,2025-12-29 15:44:46,,0,-dcpjni
6509,Jaká je hlavní město Francie?,Londýn,Paříž,Berlín,1,Svět kolem nás,Hlavní města,kid,normal,2025-12-29 15:44:46,,0,-s9jrd4
6511,V jaké zemi je hora Kilimandžáro?,Keňa,Tanzanie,Egypt,1,Svět kolem nás,Hory,kid,normal,2025-12-29 15:44:46,,0,10nmln
6512,Co je nejdelší horský řetězec?,Himaláje,Andy,Rocky,1,Svět kolem nás,Hory,kid,normal,2025-12-29 15:44:46,,0,ftycr4
6513,Který Pixar film má Woodyho?,Up,Toy Story,Nemo,1,Pohádky a filmy,Pixar,kid,normal,2025-12-29 15:44:46,,0,-ih3bg0
6515,Odkud pocházeli vikingové?,Skandinávie,Řím,Řecko,0,Historie,Vikingové,kid,normal,2025-12-29 15:44:46,,0,i41jo2
6516,Kolik má člověk srdcí?,1,0,2,0,Lidské tělo,Orgány,kid,normal,2025-12-29 15:44:46,,0,zi2qhv
6518,Co je nejvyšší stavba světa?,Eiffelovka,Empire State,Burj Khalifa,2,Svět kolem nás,Slavné stavby,kid,normal,2025-12-29 15:44:46,,0,-cgbgwd
6519,Kdo je Iron Man ve Marvelu?,Tony Stark,Thor,Kapitán,0,Pohádky a filmy,Marvel,kid,normal,2025-12-29 15:44:46,,0,-s3y40b
6520,Kde se konají letní olympijské hry?,Každý rok,Každé 2 roky,Každé 4 roky,2,Sport,Olympijské hry,kid,normal,2025-12-29 15:44:46,,0,df7e5a
6521,Kdo mňouká?,A: pes,C: kráva,B: kočka,2,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:46:53,,0,e7l37e
6522,Jaký strom má jehličí?,A: buk,C: dub,B: smrk,2,Příroda,Stromy,kid,easy,2025-12-29 15:46:53,,0,prfg7l
6525,Jaký tvar má slunce?,A: čtverec,C: trojúhelník,B: kolo,2,Barvy a tvary,Tvary kolem nás,kid,easy,2025-12-29 15:46:53,,0,sl6ebo
6526,Jaké je hlavní město Francie?,A: Berlín,C: Madrid,B: Paříž,2,Svět kolem nás,Hlavní města,kid,easy,2025-12-29 15:47:42,,0,-h2yo8p
6527,Který Pixar film má rybku Nemo?,A: Toy Story,C: Auta,B: Hledá se Nemo,2,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-29 15:47:42,,0,4ja2tt
6529,Kolik měsíců má planeta Saturn?,A: Žádné,B: Jeden,C: Mnoho,2,Vesmír,Planety,kid,easy,2025-12-29 15:47:42,,0,-oyvp78
6530,Jak se jmenuje hlavní postava v pohádce o Rumcajsovi?,A) Měšťan,B) **Rumcajs**,C) Čert,1,Pohádky a filmy,České pohádky,kid,normal,2025-12-29 15:52:04,,0,-eiz5v6
6531,Jaký savci má nejdelší krk?,A) **Žirafa**,C) Tygr,B) Slon,0,Zvířata,Savci,kid,normal,2025-12-29 15:52:04,,0,ev0m88
6532,Kolik chapadel má chobotnice?,C) 10,B) **8**,A) 6,1,Zvířata,Mořští živočichové,kid,normal,2025-12-29 15:52:04,,0,a193lv
6533,Jak se nazývá nejbližší hvězda k Zemi?,A) **Slunce**,C) Polárka,B) Sirius,0,Vesmír,Hvězdy,kid,normal,2025-12-29 15:52:04,,0,kok76a
6534,Jak se jmenuje období před historií?,B) **Pravěk**,A) Středověk,C) Novověk,0,Historie,Pravěk,kid,normal,2025-12-29 15:52:04,,0,fvjhan
6535,Jak se jmenuje první Disney princezna?,B) Popelka,A) **Sněhurka**,C) Aurora,1,Pohádky a filmy,Disney,kid,normal,2025-12-29 15:52:04,,0,-3j3dvo
6536,Co stavěli rytíři na kopcích?,A) **Hrady**,C) Věže,B) Kostely,0,Historie,Rytíři a hrady,kid,normal,2025-12-29 15:52:04,,0,6gd24d
6537,Kdo vyhrál 5 titulů F1 v řadě?,A) Hamilton,C) Senna,B) **Schumacher**,2,Sport,Slavní sportovci,kid,normal,2025-12-29 15:52:04,,0,kwkmmy
6538,Který orgán pumpuje krev?,C) Ledviny,A) Játra,B) **Srdce**,2,Lidské tělo,Orgány,kid,normal,2025-12-29 15:52:04,,0,sxab9m
6539,V jaké galaxii žijeme?,C) Triangulum,A) Andromeda,B) **Mléčná dráha**,2,Vesmír,Galaxie,kid,normal,2025-12-29 15:52:04,,0,-azpuch
6540,Kdo mňauče?,Pes,Kočka,Krůna,1,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:52:14,,0,-hvglym
6541,Co jíme k snídani s máslem?,Řepa,Polévka,Chleba,2,Jídlo,Snídaně,kid,easy,2025-12-29 15:52:14,,0,m71oh9
6542,Co děti rády jedí se zmrzlinou?,Polévka,Ovocné,Řepa,1,Jídlo,Oblíbená jídla,kid,easy,2025-12-29 15:52:14,,0,8ulhac
6543,Co jíme k snídani se sýrem?,Řepa,Polévka,Rohlík,2,Jídlo,Snídaně,kid,easy,2025-12-29 15:52:14,,0,ktnlw3
6547,Planeta nejblíže Slunci?,Země,Merkur,Venuše,1,Vesmír,Planety,kid,easy,2025-12-29 15:54:39,,0,n5yvtg
6549,Největší žijící zvíře?,Žirafa,Slon,Modrá velryba,2,Zvířata,Rekord největší,kid,easy,2025-12-29 15:54:39,,0,-bz6srd
6551,Největší suchozemské zvíře?,Nosorožec,Hroch,Afrikánský slon,2,Zvířata,Rekord největší,kid,easy,2025-12-29 15:54:39,,0,o2fjqi
6552,Největší pták na světě?,Straus,Orl,Tučňák,0,Zvířata,Rekord největší,kid,easy,2025-12-29 15:54:39,,0,66mjp4
6555,Jakou barvu mají tráva a listy?,Zelená,Modrá,Červená,0,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-29 15:55:39,,0,u2v7ck
6556,Kdo mňauče?,Kočka,Pes,Kráva,0,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:55:39,,0,wlxosc
6557,Kdo je nejstarší bratr v pohádce Bob a Bobek?,Bobek,Bob,Míša,1,České pohádky,Bob a Bobek,kid,easy,2025-12-29 15:55:39,,0,-79gggx
6558,Kdo štěká?,Kráva,Kočka,Pes,2,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 15:55:39,,0,-o2c30n
6559,Jakou barvu má duha po dešti?,Žlutá,Červená,Více,2,Barvy a tvary,Duhové barvy,kid,easy,2025-12-29 15:55:39,,0,7v6eu8
6561,Jak vysoká je Eiffelova věž?,300 m,350 m,324 m,2,Svět kolem nás,Slavné stavby,kid,normal,2025-12-29 15:58:46,,0,jg6k7a
6563,Odkud pochází vikingové?,Itálie,Anglie,Skandinávie,2,Historie,Vikingové,kid,normal,2025-12-29 15:58:46,,0,nrjtan
6566,Kdo byl první Čech ve vesmíru?,Václav Mráz,Vladimír Remek,Ivan Vagner,1,Vesmír,Astronauti,kid,normal,2025-12-29 15:58:46,,0,-k3xhyy
6567,Jaký nástroj používali v pravěku k lovu?,Meč,Pušku,Kopí,2,Historie,Pravěk,kid,normal,2025-12-29 15:58:46,,0,qjaoqt
6570,Jak se jmenuje zvířecí hrdina v Králi lvu?,Krteček,Simba,Rumcajs,1,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-29 16:00:41,,0,-bnovj8
6571,Kdo je hlavní postava v Toy Story?,Simba,Woody,Buzz,1,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-29 16:00:41,,0,aew0si
6573,Kolik srdečních komor má člověk?,1,2,4,2,Lidské tělo,Orgány,kid,easy,2025-12-29 16:00:41,,0,y56fdl
6574,Jak se jmenuje největší kost v těle?,Stehenní,Ramenní,Páteřní,0,Lidské tělo,Kosti,kid,easy,2025-12-29 16:00:41,,0,rilmls
6575,Jak se nazývá nejbližší hvězda ke Slunci?,Betelgeuse,Sirius,Proxima Centauri,2,Vesmír,Hvězdy,kid,easy,2025-12-29 16:00:41,,0,e9ivxb
6580,Co pohání elektřinu v baterce?,Vítr,Chemická reakce,Slunce,1,Věda a příroda,Elektřina,kid,easy,2025-12-29 16:00:41,,0,-4pxi59
6581,Jak se jmenuje mláďe medvěda?,Telátko,Medvídek,Kuřátko,1,Zvířata,Mláďata,kid,easy,2025-12-29 16:00:41,,0,9zhmyg
6583,Jakou barvu má nebe?,B) Červená,A) Modrá,C) Zelená,1,Barvy a tvary,Základní barvy,kid,easy,2025-12-29 16:01:19,,0,-5e9s7o
6584,Co pijeme k snídani z kravského mléka?,A) Mléko,C) Džus,B) Vodu,0,Jídlo,Snídaně,kid,easy,2025-12-29 16:01:19,,0,3euh23
6585,Kdo mňouká a lapá myši?,B) Pes,A) Kočka,C) Kráva,1,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-29 16:01:19,,0,-6ce3qe
6586,Jakou barvu mají tráva v létě?,B) Bílá,A) Zelená,C) Žlutá,1,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-29 16:01:19,,0,-4gk3s4
6587,Kdy listí mění barvu na žlutou?,C) Léto,A) Podzim,B) Jaro,1,Příroda,Roční období,kid,easy,2025-12-29 16:01:19,,0,-rowq6t
6588,Jaká barva je Slunce?,C: Oranžová,A: Bílá,B: Žlutá,1,Vesmír,Slunce,kid,normal,2025-12-29 16:03:01,,0,-9knfph
6589,Kolik hráčů je ve fotbalovém týmu?,A: 11,C: 15,B: 7,0,Sport,Fotbal,kid,normal,2025-12-29 16:03:01,,0,-6dvsz7
6591,Jaká je největší savce?,B: Slon,A: Modrá velryba,C: Lední medvěd,1,Zvířata,Savci,kid,normal,2025-12-29 16:03:01,,0,sqze7c
6592,Který mořský živočich má tři srdce?,C: Žralok,A: Chobotnice,B: Velryba,1,Zvířata,Mořští živočichové,kid,normal,2025-12-29 16:03:01,,0,hvh7j0
6593,Odkud pocházeli vikingové?,A: Skandinávie,C: Egypt,B: Řím,0,Historie,Vikingové,kid,normal,2025-12-29 16:03:01,,0,55mbda
6595,Jak se jmenuje mláďe koně?,Žriebě,Telátko,Kuře,0,Zvířata,Mláďata,kid,easy,2025-12-29 16:06:44,,0,-k07p23
6597,Která princezna má skleněné pantofle?,Sněhurka,Popelka,Aurora,1,Pohádky a filmy,Princezny a princové,kid,easy,2025-12-29 16:06:44,,0,-cd54h7
6601,Kolik nohou má vosa?,C: 8,A: 4,B: 6,2,Zvířata,Hmyz,kid,normal,2025-12-29 16:08:49,,0,8kb8vp
6602,Kdo je hlavní hrdina Harryho Pottera?,C: Draco,B: Harry,A: Ron,1,Pohádky a filmy,Harry Potter,kid,normal,2025-12-29 16:08:49,,0,20ld00
